# t/tauB rate Stress_mPa
1.445000000000000000e+03 6.516705259675818415e-03 7.840209142513807072e-02
1.448000000000000000e+03 6.588531320354919577e-03 1.069306923746728560e-01
1.451000000000000000e+03 6.139424346448376160e-03 -7.681214689555715402e-02
1.454000000000000000e+03 6.750971481261937995e-03 1.703197331301292416e-01
1.457000000000000000e+03 5.738218513999274357e-03 -2.527021563098362233e-01
1.460000000000000000e+03 6.872625144556418313e-03 2.168016362883200820e-01
1.463000000000000000e+03 5.423101087926986488e-03 -3.997000972273304642e-01
1.466000000000000000e+03 6.552950474183350665e-03 9.283741697607325594e-02
1.469000000000000000e+03 6.645392637431325571e-03 1.292957435221739892e-01
1.472000000000000000e+03 6.030448823568180551e-03 -1.234236878256590592e-01
1.475000000000000000e+03 6.261740763932373104e-03 -2.546985046696750854e-02
1.478000000000000000e+03 6.162464985994397550e-03 -6.706309988030452474e-02
1.481000000000000000e+03 5.900580168776371238e-03 -1.800844662813055053e-01
1.484000000000000000e+03 5.935109469796887201e-03 -1.648987810434572598e-01
1.487000000000000000e+03 7.249003262051467722e-03 3.555671016177676114e-01
1.490000000000000000e+03 6.014592782488660701e-03 -1.302758187378205978e-01
1.493000000000000000e+03 6.910167818361303248e-03 2.309800611057456488e-01
1.496000000000000000e+03 6.228168457127793156e-03 -3.946127358589350542e-02
1.499000000000000000e+03 6.772973861581456194e-03 1.787882154791269051e-01
1.502000000000000000e+03 6.389565904749357726e-03 2.712395777933325827e-02
1.505000000000000000e+03 6.335379132844981033e-03 4.958386332416271983e-03
1.508000000000000000e+03 6.663587781223197573e-03 1.364119725934117011e-01
1.511000000000000000e+03 6.337679485063541993e-03 5.903212346454633774e-03
1.514000000000000000e+03 6.423982869379014915e-03 4.110511522922238870e-02
1.517000000000000000e+03 6.424829494909557737e-03 4.144809406151236941e-02
1.520000000000000000e+03 7.219383550354376011e-03 3.449109530783854294e-01
1.523000000000000000e+03 5.746557019716635670e-03 -2.489229139938134161e-01
1.526000000000000000e+03 6.032834443199050316e-03 -1.223943104409711408e-01
1.529000000000000000e+03 5.563969184170671975e-03 -3.329589780545067490e-01
1.532000000000000000e+03 6.279331085993786719e-03 -1.816891746906122707e-02
1.535000000000000000e+03 5.423459770495056044e-03 -3.995279669944396539e-01
1.538000000000000000e+03 6.264631211052128570e-03 -2.426875182734094041e-02
1.541000000000000000e+03 5.869357338345368609e-03 -1.938926982807322452e-01
1.544000000000000000e+03 7.177427320317387310e-03 3.297414857477422578e-01
1.547000000000000000e+03 6.429277942631058014e-03 4.324947484658324404e-02
1.550000000000000000e+03 6.628413138108428873e-03 1.226373631530166264e-01
1.553000000000000000e+03 6.303422329296063005e-03 -8.202868849165184661e-03
1.556000000000000000e+03 6.138006138006138306e-03 -7.741341965330988950e-02
1.559000000000000000e+03 6.305711455926048085e-03 -7.257886900081763314e-03
1.562000000000000000e+03 5.900969209467923741e-03 -1.799128751079876742e-01
1.565000000000000000e+03 6.647142057981506730e-03 1.299807984059657417e-01
1.568000000000000000e+03 5.873618214816037075e-03 -1.920040123340159000e-01
1.571000000000000000e+03 6.626883386634137112e-03 1.220366455230311453e-01
1.574000000000000000e+03 6.795540014514745396e-03 1.874451590650846877e-01
1.577000000000000000e+03 5.969066385252118703e-03 -1.500507447504032532e-01
1.580000000000000000e+03 7.491749174917491753e-03 4.412926909592086444e-01
1.583000000000000000e+03 5.484521095582647714e-03 -3.703895914295183278e-01
